ID,KUNDE_ID,VARE_ID,KJØNN,FARGE,STØRRELSE
1001724,10047122177,131,M,,S
1001725,11106421406,46,F,,44
1001726,30036549854,146,F,,XXL
1001727,5037527132,27,F,,45
1001728,31128424531,54,M,,XS
1001729,24036417648,144,F,,XL
1001730,10105000060,128,M,,50
1001731,10114000294,65,M,,L
1001732,10103000004,86,M,,L
1001733,10117500182,50,F,,48
1001734,6073910828,76,F,,S
1001735,29034620421,15,M,,XS
1001736,13119900462,29,F,,45
1001737,5037527132,89,F,,XL
1001738,19087221558,157,F,,46
1001739,18055113781,78,M,,XS
1001740,3057621213,19,F,,L
1001741,22078120022,86,M,,M
1001742,62126000001,29,F,,36
1001743,11106421406,86,F,,XXL
1001744,13066819501,57,M,,M
1001745,13119900462,34,F,,45
1001746,10106500083,9,F,,XS
1001747,13126021067,109,F,,70B
1001748,15016319888,102,M,,M
1001749,10105000141,48,M,,XS
1001750,17127419167,90,M,,S
1001751,10106000250,112,F,,XS
1001752,14077421433,71,M,,S
1001753,16015522805,17,M,,XS
1001754,10106000099,83,F,,M
1001755,16015522805,21,M,,43
1001756,27128922488,60,F,,XXL
1001757,20114820076,154,F,,44
1001758,13066821298,48,F,,XL
1001759,30116822004,142,F,,52
1001760,13066819501,50,M,,46
1001761,23045612120,110,M,,XL
1001762,11117319646,62,F,,M
1001763,26037821062,32,F,,45
1001764,5037527132,94,F,,XL
1001765,30054420680,4,F,,XXL
1001766,29027619523,90,M,,XS
1001767,20114820076,31,F,,45
1001768,27107021960,141,F,,50
1001769,23026421306,147,M,,54
1001770,10106000250,79,F,,XS
1001771,21094649908,89,F,,XXL
1001772,23053723527,83,M,,XS
1001773,10105500055,105,M,,XS
1001774,24036417648,2,F,,XL
1001775,25015121141,137,F,,OneSize
1001776,15016319888,158,M,,48
1001777,30036549854,36,F,,44
1001778,6047749997,6,M,,L
1001779,30075423140,58,M,,S
1001780,30116822004,25,F,,36
1001781,18055113781,120,M,,52
1001782,4108249779,58,M,,S
1001783,22017519488,49,F,,48
1001784,10103000004,63,M,,L
1001785,23026421306,119,M,,54
1001786,24125328160,37,M,,43
1001787,17065349957,5,M,,M
1001788,10106600185,54,F,,M
1001789,25015121141,150,F,,46
1001790,30075423140,17,M,,S
1001791,10104000032,4,F,,L
1001792,9016618850,9,F,,XS
1001793,9056718246,46,M,,54
1001794,10107000017,75,F,,XXL
1001795,10104000032,119,F,,50
1001796,10108600050,143,M,,46
1001797,5087949879,11,F,,XL
1001798,5037527132,103,F,,70B
1001799,10106011430,52,M,,48
1001800,15115720764,48,M,,XS
1001801,23097121664,108,M,,75D
1001802,18055113781,19,M,,XS
1001803,10103000004,63,M,,L
1001804,10114000294,101,M,,L
1001805,10104300257,141,F,,46
1001806,9047819765,36,F,,41
1001807,13057919803,25,F,,39
1001808,3057621213,35,F,,38
1001809,10106600185,103,F,,80E
1001810,10106000099,18,F,,M
1001811,17065349957,157,M,,44
1001812,27088220361,53,F,,XXL
1001813,18018020862,65,F,,XL
1001814,10100682058,30,F,,35
1001815,3028711300,13,F,,L
1001816,10103000004,154,M,,48
1001817,1127523203,42,F,,XS
1001818,5087949879,104,F,,XL
1001819,13108521370,92,M,,M
1001820,25015121141,36,F,,40
1001821,23077517375,158,M,,52
1001822,17013827222,141,M,,50
1001823,10047122177,121,M,,50
1001824,13126021067,45,F,,52
1001825,10105500055,80,M,,XS
1001826,6047749997,110,M,,L
1001827,29027619523,120,M,,48
1001828,30075423140,113,M,,S
1001829,16015522805,158,M,,48
1001830,24125328160,131,M,,L
1001831,10076649893,52,M,,44
1001832,18096221319,115,F,,M
1001833,16015522805,83,M,,XS
1001834,5037527132,128,F,,46
1001835,24014021406,61,F,,XL
1001836,10108600050,127,M,,46
1001837,10108000045,119,F,,44
1001838,18018020862,83,F,,XL
1001839,13066821298,16,F,,XL
1001840,23115627058,62,M,,M
1001841,24014021406,131,F,,XL
1001842,13119900462,118,F,,XXL
1001843,8068691851,33,M,,39
1001844,10104000032,80,F,,L
1001845,23026421306,124,M,,S
1001846,30075423140,7,M,,S
1001847,10047122177,111,M,,S
1001848,10106011430,50,M,,48
1001849,10100682058,36,F,,35
1001850,10103022989,131,M,,XS
1001851,31074120485,158,F,,46
1001852,26037821062,119,F,,48
1001853,5107219368,158,M,,46
1001854,9056718246,124,M,,XXL
1001855,13119900462,121,F,,54
1001856,23026421306,5,M,,S
1001857,27128922488,26,F,,42
1001858,14077421433,56,M,,S
1001859,18018020862,112,F,,XL
1001860,10117000279,77,F,,XXL
1001861,10104000032,93,F,,L
1001862,23034218595,7,F,,XXL
1001863,9016618850,15,F,,XS
1001864,7077349841,53,F,,M
1001865,17013827222,157,M,,50
1001866,31056549873,23,M,,38
1001867,9047819765,150,F,,54
1001868,10108000045,157,F,,44
1001869,10104000032,74,F,,L
1001870,27107021960,50,F,,50
1001871,7077349841,17,F,,M
1001872,10106600185,7,F,,M
1001873,23045612120,47,M,,XL
1001874,23097121664,3,M,,XXL
1001875,23034218595,18,F,,XXL
1001876,9016618850,102,F,,XS
1001877,10106000099,133,F,,48
1001878,22017519488,6,F,,XXL
1001879,10100387072,123,F,,44
1001880,10100387072,79,F,,S
1001881,24014021406,61,F,,XL
1001882,17127419167,36,M,,44
1001883,19075019974,78,F,,L
1001884,24036417648,138,F,,XL
1001885,17127419167,143,M,,50
1001886,10104300257,110,F,,XL
1001887,29027619523,154,M,,48
1001888,62126000001,57,F,,L
1001889,27088220361,118,F,,XXL
1001890,16015522805,157,M,,48
1001891,9056718246,51,M,,XXL
1001892,10103022989,83,M,,XS
1001893,9047819765,71,F,,M
1001894,1014700230,80,M,,S
1001895,23026421306,97,M,,S
1001896,10100387072,11,F,,S
1001897,31056549873,24,M,,38
1001898,30036549854,107,F,,XXL
1001899,13119900462,2,F,,XXL
1001900,30075423140,102,M,,S
1001901,13057919803,54,F,,L
1001902,4108249779,103,M,,75D
1001903,10105500055,134,M,,50
1001904,10117500182,66,F,,XXL
1001905,5107219368,68,M,,S
1001906,21094649908,50,F,,46
1001907,29098318664,122,F,,44
1001908,10117500182,109,F,,80E
1001909,31128424531,150,M,,48
1001910,10106500083,93,F,,XS
1001911,18055113781,40,M,,46
1001912,6073910828,78,F,,S
1001913,10100387072,60,F,,S
1001914,5055520269,98,F,,S
1001915,13108521370,134,M,,52
1001916,24036417648,44,F,,XL
1001917,6047749997,152,M,,54
1001918,10107000017,146,F,,XXL
1001919,22078120022,145,M,,M
1001920,13119900462,32,F,,45
1001921,24125328160,120,M,,50
1001922,17127419167,99,M,,S
1001923,10105000141,17,M,,XS
1001924,7077349841,109,F,,70B
1001925,18096221319,90,F,,M
1001926,10106600185,24,F,,41
1001927,1127523203,138,F,,XS
1001928,2030146134,107,M,,M
1001929,25043817909,117,M,,S
1001930,9056718246,81,M,,XXL
1001931,10108000045,150,F,,44
1001932,11106421406,83,F,,XXL
1001933,27107021960,78,F,,XS
1001934,18096221319,73,F,,M
1001935,5107219368,157,M,,46
1001936,2030146134,93,M,,M
1001937,30036549854,55,F,,50
1001938,10105000060,62,M,,M
1001939,10117500182,17,F,,XXL
1001940,18018020862,77,F,,XL
1001941,22084419684,2,M,,XL
1001942,13057919803,101,F,,L
1001943,3028711300,55,F,,48
1001944,10104300257,62,F,,XL
1001945,25015121141,114,F,,L
1001946,19075019974,116,F,,L
1001947,10117000279,105,F,,XXL
1001948,23053723527,92,M,,XS
1001949,18018020862,87,F,,XL
1001950,23034218595,136,F,,44
1001951,16086520005,75,M,,XL
1001952,4108249779,87,M,,S
1001953,10105014045,76,F,,XL
1001954,13119900462,158,F,,54
1001955,21094649908,53,F,,XXL
1001956,13057919803,47,F,,L
1001957,30075423140,42,M,,S
1001958,9047819765,120,F,,54
1001959,31128424531,65,M,,XS
1001960,23077517375,48,M,,S
1001961,10117500182,49,F,,48
1001962,3108549954,140,F,,50
1001963,26069219488,126,M,,44
1001964,13066819501,83,M,,M
1001965,22084419684,46,M,,44
1001966,23034218595,29,F,,38
1001967,5107219368,68,M,,S
1001968,19075019974,99,F,,L
1001969,13119900462,62,F,,XXL
1001970,13116311229,37,M,,37
1001971,8068691851,6,M,,XL
1001972,22078120022,156,M,,48
1001973,10106500083,3,F,,XS
1001974,7077349841,35,F,,37
1001975,18055113781,55,M,,52
1001976,10106011430,130,M,,XXL
1001977,62126000001,95,F,,L
1001978,20114820076,17,F,,XL
1001979,23026421306,76,M,,S
1001980,29034620421,69,M,,XS
1001981,30075423140,135,M,,54
1001982,62126000001,103,F,,75E
1001983,3108549954,91,F,,XL
1001984,10106011430,134,M,,48
1001985,18055113781,121,M,,52
1001986,27107021960,133,F,,50
1001987,10106011430,19,M,,XXL
1001988,16086520005,114,M,,XL
1001989,21094649908,11,F,,XXL
1001990,23026421306,75,M,,S
1001991,10105500055,145,M,,XS
1001992,10106000250,12,F,,XS
1001993,24036417648,28,F,,40
1001994,23097121664,56,M,,XXL
1001995,9056718246,28,M,,43
1001996,10108600050,80,M,,XS
1001997,27107021960,20,F,,36
1001998,18018020862,143,F,,54
1001999,10106600185,45,F,,54
1002000,23045612120,145,M,,XL
1002001,4108249779,129,M,,S
1002002,10117000279,64,F,,XXL
1002003,10108000045,79,F,,M
1002004,30047721179,65,M,,L
1002005,27128922488,100,F,,XXL
1002006,23077517375,103,M,,75E
1002007,8107049836,134,F,,46
1002008,23077517375,33,M,,41
1002009,4108249779,116,M,,S
1002010,13066819501,90,M,,M
1002011,23045612120,27,M,,37
1002012,24125328160,97,M,,L
1002013,30047721179,125,M,,L
1002014,21094649908,94,F,,XXL
1002015,10117000279,94,F,,XXL
1002016,31128424531,28,M,,37
1002017,17013827222,10,M,,M
1002018,18018020862,126,F,,54
1002019,6073910828,155,F,,44
1002020,23097121664,38,M,,40
1002021,31056549873,104,M,,L
1002022,23097749981,112,F,,XS
1002023,10106600185,83,F,,M
1002024,6073910828,65,F,,S
1002025,10117000279,110,F,,XXL
1002026,14077421433,136,M,,46
1002027,2030146134,15,M,,M
1002028,10108600050,152,M,,46
1002029,10104300257,113,F,,XL
1002030,10100387072,41,F,,S
1002031,13066819501,22,M,,38
1002032,16015522805,91,M,,XS
1002033,5055520269,132,F,,S
1002034,21094649908,128,F,,46
1002035,23034218595,10,F,,XXL
1002036,3028711300,90,F,,L
1002037,50094803435,88,M,,XS
1002038,23045612120,72,M,,XL
1002039,1127523203,149,F,,54
1002040,29098318664,117,F,,M
1002041,23097121664,69,M,,XXL
1002042,30116822004,13,F,,M
1002043,50094803435,42,M,,XS
1002044,10106600185,54,F,,M
1002045,13057919803,100,F,,L
1002046,3108549954,74,F,,XL
1002047,23097121664,75,M,,XXL
1002048,22084419684,117,M,,XL
1002049,30036549854,86,F,,XXL
1002050,23097121664,69,M,,XXL
1002051,5087949879,84,F,,XL
1002052,24036417648,142,F,,48
1002053,23097121664,40,M,,40
1002054,29034620421,38,M,,42
1002055,10107000017,65,F,,XXL
1002056,10105500055,75,M,,XS
1002057,29034620421,121,M,,50
1002058,25076919219,36,M,,45
1002059,30047721179,23,M,,36
1002060,7077349841,66,F,,M
1002061,13066821298,17,F,,XL
1002062,18055113781,43,M,,XS
1002063,7077349841,48,F,,M
1002064,18096221319,60,F,,M
1002065,30075423140,137,M,,OneSize
1002066,23077517375,72,M,,S
1002067,18018020862,16,F,,XL
1002068,10104000032,146,F,,L
1002069,10100387072,57,F,,S
1002070,10100387072,156,F,,44
1002071,10105014045,35,F,,36
1002072,31056549873,75,M,,L
1002073,10114000294,109,M,,70B
1002074,6047749997,108,M,,70B
1002075,18018020862,5,F,,XL
1002076,23045612120,49,M,,52
1002077,14077421433,14,M,,46
1002078,14077421433,46,M,,46
1002079,10100387072,27,F,,44
1002080,50094803435,119,M,,50
1002081,25076919219,54,M,,L
1002082,14077421433,6,M,,S
1002083,30075423140,158,M,,54
1002084,18018020862,40,F,,39
1002085,30047721179,98,M,,L
1002086,10106000250,7,F,,XS
1002087,9047819765,152,F,,54
1002088,30116822004,67,F,,M
1002089,23115627058,127,M,,46
1002090,62126000001,50,F,,44
1002091,10104300257,113,F,,XL
1002092,17054512066,94,F,,L
1002093,31074120485,76,F,,XS
1002094,31128424531,113,M,,XS
1002095,3028711300,30,F,,44
1002096,18018020862,120,F,,54
1002097,18055113781,55,M,,52
1002098,30047721179,74,M,,L
1002099,31074120485,132,F,,XS
1002100,10106000250,75,F,,XS
1002101,30054420680,131,F,,XXL
1002102,5087949879,46,F,,48
1002103,10106011430,61,M,,XXL
1002104,23097121664,89,M,,XXL
1002105,1097118821,51,M,,L
1002106,10107000017,138,F,,XXL
1002107,25076919219,67,M,,L
1002108,10106500083,121,F,,52
1002109,18096221319,33,F,,39
1002110,3108549954,95,F,,XL
1002111,10105014045,129,F,,XL
1002112,13066821298,88,F,,XL
1002113,10104000032,133,F,,50
1002114,2030146134,114,M,,M
1002115,30075423140,125,M,,S
1002116,23026421306,82,M,,S
1002117,19087221558,96,F,,S
1002118,6073910828,103,F,,75D
1002119,62126000001,50,F,,44
1002120,10105000141,118,M,,XS
1002121,22017519488,50,F,,48
1002122,1097118821,146,M,,L
1002123,10107000017,80,F,,XXL
1002124,1014700230,158,M,,44
1002125,30054420680,75,F,,XXL
1002126,13119900462,154,F,,54
1002127,5087949879,33,F,,46
1002128,21094649908,59,F,,XXL
1002129,4108249779,11,M,,S
1002130,10104300257,126,F,,46
1002131,10107000017,120,F,,54
1002132,27107021960,78,F,,XS
1002133,10100387072,89,F,,S
1002134,23053723527,22,M,,39
1002135,10114000294,123,M,,46
1002136,5037527132,48,F,,XL
1002137,13057919803,32,F,,39
1002138,9016618850,77,F,,XS
1002139,1127523203,99,F,,XS
1002140,13119900462,12,F,,XXL
1002141,9016618850,39,F,,41
1002142,23034218595,134,F,,44
1002143,10106600185,47,F,,M
1002144,14077421433,142,M,,46
1002145,10106600185,110,F,,M
1002146,23077517375,100,M,,S
1002147,16086520005,33,M,,46
1002148,10105000141,68,M,,XS
1002149,5107219368,14,M,,46
1002150,10100682058,74,F,,XXL
1002151,29034620421,78,M,,XS
1002152,14077421433,118,M,,S
1002153,25076919219,22,M,,45
1002154,5087949879,101,F,,XL
1002155,22017519488,130,F,,XXL
1002156,10106000250,104,F,,XS
1002157,10117000279,64,F,,XXL
1002158,23026421306,156,M,,54
1002159,17054512066,142,F,,52
1002160,31056549873,123,M,,54
1002161,11106421406,102,F,,XXL
1002162,24014021406,34,F,,35
1002163,23097121664,139,M,,XXL
1002164,26037821062,153,F,,48
1002165,6073910828,156,F,,44
1002166,19087221558,140,F,,46
1002167,10108000045,88,F,,M
1002168,27107021960,147,F,,50
1002169,27128922488,87,F,,XXL
1002170,13057919803,156,F,,44
1002171,4108249779,101,M,,S
1002172,27107021960,29,F,,36
1002173,10108000045,55,F,,44
1002174,10114000294,53,M,,L
1002175,6073910828,96,F,,S
1002176,29027619523,15,M,,XS
1002177,50094803435,131,M,,XS
1002178,27088220361,135,F,,44
1002179,8068691851,49,M,,48
1002180,10104000032,99,F,,L
1002181,13066821298,23,F,,45
1002182,8068691851,28,M,,39
1002183,10100085009,55,M,,44
1002184,17013827222,9,M,,M
1002185,17013827222,112,M,,M
1002186,16015522805,8,M,,XS
1002187,23097749981,64,F,,XS
1002188,30036549854,54,F,,XXL
1002189,23045612120,136,M,,52
1002190,25015121141,129,F,,L
1002191,3108549954,62,F,,XL
1002192,5037527132,63,F,,XL
1002193,29098318664,152,F,,44
1002194,5087949879,39,F,,46
1002195,27107021960,47,F,,XS
1002196,10108000045,72,F,,M
1002197,17065349957,51,M,,M
1002198,1097118821,101,M,,L
1002199,23034218595,62,F,,XXL
1002200,24014021406,96,F,,XL
1002201,31074120485,47,F,,XS
1002202,1127523203,76,F,,XS
1002203,2030146134,63,M,,M
1002204,8068691851,87,M,,XL
1002205,29098318664,128,F,,44
1002206,10106600185,130,F,,M
1002207,13116311229,99,M,,XXL
1002208,9047819765,156,F,,54
1002209,19075019974,142,F,,46
1002210,14077421433,41,M,,S
1002211,10107000017,37,F,,40
1002212,23053723527,2,M,,XS
1002213,10105500055,115,M,,XS
1002214,8107049836,19,F,,XS
1002215,10047122177,131,M,,S
1002216,27024821108,157,F,,50
1002217,2030146134,95,M,,M
1002218,3108549954,77,F,,XL
1002219,50094803435,145,M,,XS
1002220,9016618850,81,F,,XS
1002221,19075019974,6,F,,L
1002222,10104000032,26,F,,46
1002223,23115627058,126,M,,46
1002224,25076919219,19,M,,L
1002225,21094649908,89,F,,XXL
1002226,29027619523,119,M,,48
1002227,13057919803,30,F,,39
1002228,3057621213,68,F,,L
1002229,31056549873,141,M,,54
1002230,29098318664,153,F,,44
1002231,26069219488,133,M,,44
1002232,10105000141,98,M,,XS
1002233,23053723527,18,M,,XS
1002234,31056549873,158,M,,54
1002235,3028711300,13,F,,L
1002236,10114000294,158,M,,46
1002237,10100682058,61,F,,XXL
1002238,10104300257,113,F,,XL
1002239,10108600050,38,M,,44
1002240,21094649908,54,F,,XXL
1002241,7077349841,133,F,,50
1002242,13057919803,94,F,,L
1002243,10100387072,94,F,,S
1002244,31074120485,2,F,,XS
1002245,17127419167,134,M,,50
1002246,1097118821,95,M,,L
1002247,26069219488,13,M,,XL
1002248,31056549873,70,M,,L
1002249,27128922488,91,F,,XXL
1002250,10100387072,135,F,,44
1002251,25015121141,28,F,,40
1002252,10106000250,152,F,,44
1002253,10105000060,9,M,,M
1002254,25015121141,15,F,,L
1002255,10108000045,152,F,,44
1002256,18055113781,158,M,,52
1002257,13116311229,63,M,,XXL
1002258,27107021960,86,F,,XS
1002259,27107021960,73,F,,XS
1002260,10106000250,92,F,,XS
1002261,31074120485,48,F,,XS
1002262,8107049836,100,F,,XS
1002263,62126000001,147,F,,44
1002264,29034620421,145,M,,XS
1002265,23097749981,8,F,,XS
1002266,15115720764,75,M,,XS
1002267,10076649893,142,M,,44
1002268,1097118821,28,M,,46
1002269,31056549873,67,M,,L
1002270,17065349957,109,M,,70B
1002271,30116822004,122,F,,52
1002272,23045612120,38,M,,37
1002273,4108249779,114,M,,S
1002274,10100085009,108,M,,75D
1002275,10106000250,68,F,,XS
1002276,30054420680,73,F,,XXL
1002277,18055113781,153,M,,52
1002278,27088220361,56,F,,XXL
1002279,25043817909,89,M,,S
1002280,16015522805,142,M,,48
1002281,27107021960,118,F,,XS
1002282,18096221319,103,F,,70B
1002283,10117500182,89,F,,XXL
1002284,25043817909,154,M,,50
1002285,30075423140,38,M,,40
1002286,20114820076,48,F,,XL
1002287,26037821062,38,F,,45
1002288,10100387072,24,F,,44
1002289,19087221558,155,F,,46
1002290,25015121141,122,F,,46
1002291,23026421306,151,M,,54
1002292,23034218595,17,F,,XXL
1002293,30047721179,100,M,,L
1002294,22017519488,128,F,,48
1002295,27128922488,46,F,,46
1002296,13066821298,110,F,,XL
1002297,21094649908,22,F,,41
1002298,8107049836,47,F,,XS
1002299,30075423140,85,M,,S
1002300,10105500136,5,M,,XXL
1002301,5037527132,91,F,,XL
1002302,7077349841,51,F,,M
1002303,10106000099,2,F,,M
1002304,50094803435,100,M,,XS
1002305,13116311229,90,M,,XXL
1002306,10100085009,8,M,,XXL
1002307,14077421433,84,M,,S
1002308,5107219368,15,M,,S
1002309,10106600185,66,F,,M
1002310,11117319646,94,F,,M
1002311,21094649908,6,F,,XXL
1002312,25076919219,51,M,,L
1002313,16015522805,74,M,,XS
1002314,10106600185,145,F,,M
1002315,23053723527,3,M,,XS
1002316,10104300257,141,F,,46
1002317,31128424531,41,M,,XS
1002318,26069219488,133,M,,44
1002319,5087949879,129,F,,XL
1002320,10105500136,43,M,,XXL
1002321,31128424531,97,M,,XS
1002322,24125328160,128,M,,50
1002323,13119900462,132,F,,XXL
1002324,13126021067,70,F,,L
1002325,10108600050,156,M,,46
1002326,1097118821,63,M,,L
1002327,5107219368,105,M,,S
1002328,26037821062,92,F,,XL
1002329,10103000004,41,M,,L
1002330,24125328160,61,M,,L
1002331,6047749997,67,M,,L
1002332,31056549873,40,M,,38
1002333,13066819501,80,M,,M
1002334,18018020862,39,F,,39
1002335,25043817909,145,M,,S
1002336,29027619523,112,M,,XS
1002337,13126021067,109,F,,70B
1002338,2030146134,3,M,,M
1002339,26069219488,124,M,,XL
1002340,10108600050,32,M,,44
1002341,8107049836,121,F,,46
1002342,17127419167,136,M,,50
1002343,19075019974,41,F,,L
1002344,5037527132,72,F,,XL
1002345,17054512066,138,F,,L
1002346,5107219368,132,M,,S
1002347,10106600185,97,F,,M
1002348,23077517375,149,M,,52
1002349,3108549954,75,F,,XL
1002350,24014021406,39,F,,35
1002351,5087949879,118,F,,XL
1002352,31074120485,81,F,,XS
1002353,5107219368,76,M,,S
1002354,31056549873,5,M,,L
1002355,3108549954,85,F,,XL
1002356,16086520005,59,M,,XL
1002357,27107021960,64,F,,XS
1002358,29027619523,16,M,,XS
1002359,1097118821,100,M,,L
1002360,19087221558,109,F,,70B
1002361,17127419167,7,M,,S
1002362,23097749981,143,F,,46
1002363,9056718246,58,M,,XXL
1002364,26037821062,92,F,,XL
1002365,17065349957,121,M,,44
1002366,6073910828,103,F,,75D
1002367,10106000250,19,F,,XS
1002368,18055113781,120,M,,52
1002369,17013827222,71,M,,M
1002370,16086520005,6,M,,XL
1002371,9056718246,113,M,,XXL
1002372,20114820076,82,F,,XL
1002373,8107049836,21,F,,36
1002374,10106011430,23,M,,36
1002375,16015522805,150,M,,48
1002376,25015121141,18,F,,L
1002377,11106421406,28,F,,44
1002378,1097118821,80,M,,L
1002379,13108521370,30,M,,38
1002380,25015121141,111,F,,L
1002381,10100682058,132,F,,XXL
1002382,26069219488,153,M,,44
1002383,5037527132,82,F,,XL
1002384,25015121141,113,F,,L
1002385,50094803435,18,M,,XS
1002386,5107219368,26,M,,41
1002387,5037527132,120,F,,46
1002388,24014021406,55,F,,44
1002389,26037821062,83,F,,XL
1002390,21094649908,84,F,,XXL
1002391,30116822004,23,F,,36
1002392,25076919219,129,M,,L
1002393,10107000017,145,F,,XXL
1002394,27107021960,44,F,,XS
1002395,31056549873,105,M,,L
1002396,25015121141,15,F,,L
1002397,5037527132,103,F,,70B
1002398,3057621213,28,F,,38
1002399,10100387072,132,F,,S
1002400,13066819501,117,M,,M
1002401,6073910828,89,F,,S
1002402,50094803435,127,M,,50
1002403,10103000004,125,M,,L
1002404,10108000045,99,F,,M
1002405,9016618850,118,F,,XS
1002406,8107049836,52,F,,46
1002407,21094649908,66,F,,XXL
1002408,14077421433,132,M,,S
1002409,10105000141,122,M,,50
1002410,13108521370,115,M,,M
1002411,2030146134,52,M,,48
1002412,7077349841,134,F,,50
1002413,23097121664,144,M,,XXL
1002414,10105500055,74,M,,XS
1002415,23115627058,47,M,,M
1002416,10100085009,12,M,,XXL
1002417,14077421433,155,M,,46
1002418,13066821298,43,F,,XL
1002419,11106421406,27,F,,44
1002420,31056549873,113,M,,L
1002421,10076649893,152,M,,44
1002422,23097749981,76,F,,XS
1002423,17127419167,146,M,,S
1002424,9047819765,46,F,,54
1002425,10106500083,120,F,,52
1002426,25043817909,62,M,,S
1002427,50094803435,92,M,,XS
1002428,5107219368,63,M,,S
1002429,1127523203,88,F,,XS
1002430,10117500182,22,F,,45
1002431,10105014045,114,F,,XL
1002432,18055113781,144,M,,XS
1002433,13108521370,80,M,,M
1002434,1097118821,114,M,,L
1002435,10106000250,84,F,,XS
1002436,10106600185,137,F,,OneSize
1002437,10100682058,59,F,,XXL
1002438,3028711300,2,F,,L
1002439,30075423140,138,M,,S
1002440,14077421433,136,M,,46
1002441,10106600185,79,F,,M
1002442,9047819765,135,F,,54
1002443,7077349841,118,F,,M
1002444,22078120022,118,M,,M
1002445,9016618850,45,F,,54
1002446,1014700230,18,M,,S
1002447,7077349841,107,F,,M
1002448,10108000045,14,F,,44
1002449,25043817909,82,M,,S
1002450,10100085009,110,M,,XXL
1002451,19087221558,67,F,,S
1002452,19075019974,122,F,,46
1002453,14077421433,48,M,,S
1002454,10105500136,76,M,,XXL
1002455,27107021960,120,F,,50
1002456,23077517375,124,M,,S
1002457,27088220361,10,F,,XXL
1002458,15115720764,130,M,,XS
1002459,18096221319,95,F,,M
1002460,6073910828,7,F,,S
1002461,18018020862,50,F,,54
1002462,23097121664,107,M,,XXL
1002463,13108521370,90,M,,M
1002464,23097121664,97,M,,XXL
1002465,23115627058,99,M,,M
1002466,62126000001,36,F,,36
1002467,18055113781,26,M,,46
1002468,3057621213,92,F,,L
1002469,23077517375,91,M,,S
1002470,1014700230,12,M,,S
1002471,13119900462,149,F,,54
1002472,27107021960,83,F,,XS
1002473,14077421433,116,M,,S
1002474,25076919219,20,M,,45
1002475,23034218595,19,F,,XXL
1002476,3028711300,112,F,,L
1002477,10100682058,25,F,,35
1002478,10106000099,104,F,,M
1002479,31128424531,99,M,,XS
1002480,3108549954,82,F,,XL
1002481,2030146134,117,M,,M
1002482,1127523203,75,F,,XS
1002483,2030146134,92,M,,M
1002484,10100682058,115,F,,XXL
1002485,16015522805,7,M,,XS
1002486,8107049836,9,F,,XS
1002487,29034620421,140,M,,50
1002488,22078120022,110,M,,M
1002489,29098318664,124,F,,M
1002490,9016618850,47,F,,XS
1002491,8107049836,67,F,,XS
1002492,2030146134,83,M,,M
1002493,10106600185,48,F,,M
1002494,23045612120,94,M,,XL
1002495,5037527132,30,F,,45
1002496,24125328160,79,M,,L
1002497,29027619523,30,M,,38
1002498,10106500083,150,F,,52
1002499,17127419167,150,M,,50
1002500,26069219488,98,M,,XL
1002501,30047721179,98,M,,L
1002502,23097121664,76,M,,XXL
1002503,13126021067,4,F,,L
1002504,30054420680,101,F,,XXL
1002505,19087221558,51,F,,S
1002506,10106600185,46,F,,54
1002507,15115720764,153,M,,50
1002508,7077349841,14,F,,50
1002509,13066821298,139,F,,XL
1002510,10104300257,71,F,,XL
1002511,10047122177,3,M,,S
1002512,10100682058,11,F,,XXL
1002513,8107049836,125,F,,XS
1002514,10105000141,21,M,,37
1002515,23053723527,118,M,,XS
1002516,1014700230,142,M,,44
1002517,23097121664,14,M,,50
1002518,17065349957,94,M,,M
1002519,9047819765,32,F,,41
1002520,17013827222,85,M,,M
1002521,1014700230,131,M,,S
1002522,9056718246,118,M,,XXL
1002523,10100682058,121,F,,50
1002524,10047122177,77,M,,S
1002525,19087221558,90,F,,S
1002526,19075019974,15,F,,L
1002527,30075423140,99,M,,S
1002528,31128424531,7,M,,XS
1002529,17127419167,113,M,,S
1002530,23026421306,26,M,,37
1002531,3057621213,128,F,,48
1002532,27107021960,43,F,,XS
1002533,10117500182,126,F,,48
1002534,3057621213,41,F,,L
1002535,3028711300,45,F,,48
1002536,10117000279,22,F,,43
1002537,10047122177,45,M,,50
1002538,10105000060,97,M,,M
1002539,5037527132,11,F,,XL
1002540,29098318664,113,F,,M
1002541,30075423140,56,M,,S
1002542,10100387072,119,F,,44
1002543,5037527132,39,F,,45
1002544,4108249779,147,M,,46
1002545,20114820076,133,F,,44
1002546,10047122177,148,M,,50
1002547,10105500055,66,M,,XS
1002548,21094649908,113,F,,XXL
1002549,5037527132,76,F,,XL
1002550,27128922488,24,F,,42
1002551,10076649893,129,M,,XXL
1002552,14077421433,58,M,,S
1002553,23097749981,20,F,,37
1002554,10117000279,138,F,,XXL
1002555,25076919219,5,M,,L
1002556,10105000141,80,M,,XS
1002557,29098318664,121,F,,44
1002558,25076919219,89,M,,L
1002559,31074120485,82,F,,XS
1002560,20114820076,28,F,,45
1002561,15016319888,101,M,,M
1002562,10104300257,109,F,,70B
1002563,5107219368,48,M,,S
1002564,16015522805,154,M,,48
1002565,22078120022,151,M,,48
1002566,17054512066,10,F,,L
1002567,23026421306,44,M,,S
1002568,17127419167,135,M,,50
1002569,10105500055,157,M,,50
1002570,23077517375,93,M,,S
